feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,label
0.0,0.0,0.0,0.1486387,-0.12344117,-0.09643056,0.20835719,-0.34213543,-0.10997855,0.09793676,-0.5151678,-0.112075984,-0.048455767,-0.5543769,-0.107355386,0.18787129,-0.49782094,-0.018492488,0.22277665,-0.72154564,-0.030207898,0.23591308,-0.85817224,-0.04637461,0.24583897,-0.9673097,-0.06225156,0.05964404,-0.5227233,0.0038931821,0.04919798,-0.7479372,0.010918505,0.04787251,-0.88977873,-0.00056870084,0.044474054,-0.9965057,-0.012971425,-0.047830224,-0.4959643,0.01124736,-0.09207004,-0.70247656,0.005626559,-0.104658164,-0.82529676,-0.021353591,-0.12432362,-0.91569966,-0.042192973,-0.14960733,-0.43044153,0.006243541,-0.21152893,-0.5756932,-0.014802729,-0.24667966,-0.6772607,-0.036073476,-0.28090155,-0.76099527,-0.050846454,5
0.0,0.0,0.0,0.15887432,-0.11689945,-0.100165166,0.21266691,-0.32815298,-0.11175497,0.092960805,-0.49439988,-0.10925855,-0.048183445,-0.5399788,-0.1003011,0.20353024,-0.49083436,-0.024706656,0.23968415,-0.71618205,-0.037027862,0.25233924,-0.85140634,-0.055789288,0.2603364,-0.9626318,-0.074597925,0.07539031,-0.51545995,-0.00038788372,0.06914993,-0.7392099,0.0022888982,0.06730524,-0.8813979,-0.017820392,0.061687443,-0.98644274,-0.037342247,-0.034010325,-0.48886713,0.0090456065,-0.0754177,-0.6929092,-0.0010508,-0.08634115,-0.816178,-0.038654387,-0.10279554,-0.9121618,-0.06749092,-0.13757536,-0.42426148,0.006868707,-0.19767871,-0.5726919,-0.017383266,-0.2305034,-0.6718114,-0.043572985,-0.2599362,-0.75696814,-0.06294315,5
0.0,0.0,0.0,0.14761823,-0.13031012,-0.10203071,0.20485853,-0.34443483,-0.1217034,0.088902384,-0.5135608,-0.12979275,-0.06796127,-0.54837036,-0.13105357,0.17829683,-0.51099885,-0.026614329,0.21378039,-0.72540104,-0.038528517,0.22673617,-0.86251545,-0.053341947,0.2325018,-0.97006345,-0.06861678,0.044573016,-0.53680193,-0.0060922857,0.02881053,-0.7641452,0.003871174,0.025067862,-0.899665,0.0011332249,0.015409655,-0.9998742,-0.0037710571,-0.06484442,-0.5044102,-0.0018634334,-0.11713294,-0.7124716,-0.010981788,-0.13364647,-0.83888197,-0.034126993,-0.15859368,-0.9342305,-0.050170995,-0.16310836,-0.4332121,-0.010843184,-0.22510919,-0.58316076,-0.037095875,-0.26010612,-0.6874707,-0.05841393,-0.29350698,-0.77198505,-0.07182165,5
0.0,0.0,0.0,0.14507218,-0.11092246,-0.10624471,0.20952496,-0.31569812,-0.12544146,0.098235175,-0.48329034,-0.13084409,-0.036751702,-0.542907,-0.12951893,0.20113552,-0.4881403,-0.03752909,0.2417175,-0.70884234,-0.05931435,0.2605868,-0.8460331,-0.081583545,0.27638465,-0.95582443,-0.10005583,0.07205059,-0.5160953,-0.010725431,0.06828447,-0.73851,-0.011342522,0.07231999,-0.8807306,-0.025314737,0.074359715,-0.98428416,-0.03776932,-0.037124526,-0.49030325,0.0004756506,-0.073965244,-0.69359297,-0.01079552,-0.08325213,-0.81630504,-0.038542792,-0.09610297,-0.91010666,-0.058264457,-0.13932577,-0.42487177,-0.0011598867,-0.19893047,-0.56507397,-0.02606343,-0.2320225,-0.66242915,-0.04702536,-0.26122272,-0.7439632,-0.05983584,5
0.0,0.0,0.0,0.16565983,-0.104479246,-0.101474576,0.28063786,-0.2993024,-0.11872911,0.33560467,-0.4750069,-0.12579483,0.4029114,-0.59415597,-0.13008061,0.091729365,-0.53190213,-0.04085979,0.10458278,-0.7373835,-0.065984994,0.10401528,-0.86117905,-0.09204696,0.09790568,-0.9618473,-0.116182275,-0.033018466,-0.53932106,-0.024836674,-0.061659627,-0.7578589,-0.04080196,-0.075371385,-0.8886848,-0.06872013,-0.09011138,-0.9915193,-0.093645446,-0.13579874,-0.49666607,-0.024188748,-0.19164832,-0.6922712,-0.055273876,-0.20742808,-0.81012094,-0.09329537,-0.2173265,-0.91430956,-0.12302396,-0.22786991,-0.41387597,-0.034897123,-0.30624223,-0.5429152,-0.07851829,-0.35375723,-0.62832135,-0.110576965,-0.38611075,-0.71189153,-0.13278833,5
0.0,0.0,0.0,0.1694351,-0.10508487,-0.10031419,0.28258765,-0.29846725,-0.117517754,0.33488318,-0.4726477,-0.1248781,0.40377444,-0.5875012,-0.12967815,0.09250821,-0.52870524,-0.043555953,0.10963282,-0.7330306,-0.072193906,0.11291436,-0.8577033,-0.100907266,0.108928226,-0.9610138,-0.12670642,-0.031571392,-0.53780776,-0.02802144,-0.059124455,-0.75594646,-0.04908248,-0.073783636,-0.8875352,-0.07935573,-0.09154607,-0.9902796,-0.10471686,-0.13369332,-0.4964905,-0.027202146,-0.19021268,-0.690895,-0.059869498,-0.2075375,-0.8090655,-0.09732455,-0.21957365,-0.91345626,-0.12606256,-0.2253656,-0.41375968,-0.0376486,-0.30512753,-0.54048324,-0.08093504,-0.35424957,-0.62487733,-0.11154379,-0.3892938,-0.70732915,-0.13218035,5
0.0,0.0,0.0,0.16836014,-0.10131411,-0.112715565,0.28746217,-0.29140067,-0.13716015,0.35006383,-0.46803784,-0.15006547,0.42240754,-0.5906425,-0.15911955,0.10207476,-0.53267705,-0.045832857,0.11891235,-0.73987895,-0.07467202,0.12085439,-0.86527234,-0.102831,0.117379494,-0.96766406,-0.12753087,-0.021509303,-0.5423076,-0.02385933,-0.047258284,-0.7596739,-0.039041027,-0.058999434,-0.887777,-0.06448833,-0.069625884,-0.9937433,-0.08733024,-0.123161644,-0.5030316,-0.018826341,-0.1753164,-0.69651085,-0.047864866,-0.19008008,-0.8123586,-0.08134011,-0.19835834,-0.91663647,-0.10749114,-0.21462725,-0.42343944,-0.02677148,-0.28665066,-0.54952,-0.06682328,-0.330047,-0.6336118,-0.09521855,-0.36016816,-0.714031,-0.11436928,5
0.0,0.0,0.0,0.16539259,-0.107486814,-0.08380002,0.2657139,-0.2995122,-0.093718834,0.30711752,-0.46591476,-0.09691556,0.35694355,-0.5831783,-0.09909155,0.08081791,-0.52523214,-0.034173626,0.09610944,-0.7254279,-0.05757741,0.10039868,-0.84402865,-0.082684316,0.096920244,-0.9428177,-0.10667134,-0.03927653,-0.5328798,-0.028407034,-0.06753717,-0.7515345,-0.047421265,-0.08459595,-0.8838885,-0.08024434,-0.10616776,-0.98836786,-0.10889135,-0.14020741,-0.48910317,-0.035331402,-0.19355421,-0.68689865,-0.06964319,-0.21568343,-0.8093666,-0.11309652,-0.23412678,-0.9162584,-0.14661092,-0.23031756,-0.40422705,-0.051259436,-0.3164885,-0.53822434,-0.09918869,-0.36809316,-0.6287219,-0.13466872,-0.40608236,-0.715761,-0.15923074,5
0.0,0.0,0.0,0.17828408,-0.10744303,-0.096600786,0.29525286,-0.30784592,-0.10728671,0.34859595,-0.48688132,-0.10991836,0.41622972,-0.6033505,-0.10958692,0.10067929,-0.5446832,-0.02119374,0.12019125,-0.7482655,-0.039553512,0.12290225,-0.87056273,-0.061455708,0.1175637,-0.9681861,-0.08248797,-0.025938472,-0.55185497,-0.0051316386,-0.05220045,-0.7672577,-0.010879847,-0.065521196,-0.8944044,-0.0320563,-0.081627004,-0.99528307,-0.05242705,-0.12944232,-0.5086297,-0.0055736215,-0.1835223,-0.7031106,-0.028855873,-0.20060158,-0.81814516,-0.06150638,-0.2137154,-0.9203888,-0.08774261,-0.22515568,-0.42571604,-0.01785232,-0.30590093,-0.5518696,-0.057154022,-0.35362622,-0.63658077,-0.087056525,-0.38674575,-0.7182299,-0.10724245,5
0.0,0.0,0.0,0.204204,-0.098085016,-0.08221647,0.3318937,-0.2970037,-0.08502459,0.38298693,-0.4677635,-0.08054354,0.43301803,-0.58574235,-0.075975694,0.14957173,-0.52725816,-0.023409644,0.18621331,-0.7231955,-0.03722215,0.20166118,-0.8473464,-0.057513833,0.209545,-0.9529701,-0.08187747,0.02461603,-0.54441154,-0.018526925,0.0096338,-0.76024103,-0.025284043,0.006164109,-0.88953865,-0.055988044,-0.0034532628,-0.9961446,-0.087658055,-0.08241277,-0.5043183,-0.027281245,-0.13018814,-0.7043968,-0.05596547,-0.14718647,-0.8253087,-0.1059641,-0.16318777,-0.9348924,-0.14792025,-0.17789325,-0.41924712,-0.044990633,-0.26424238,-0.5543062,-0.09569061,-0.31610745,-0.6468488,-0.13981809,-0.3537075,-0.7383409,-0.17305885,5
0.0,0.0,0.0,0.2181943,-0.09902178,-0.076733835,0.3509537,-0.29904905,-0.074047714,0.40665638,-0.4719913,-0.065276235,0.4494977,-0.5987517,-0.05700237,0.17067474,-0.5293091,-0.0063503175,0.20616552,-0.7244308,-0.011226685,0.22154492,-0.84961927,-0.027669733,0.22779426,-0.95721024,-0.050682083,0.045441218,-0.5476254,-0.003085695,0.029467057,-0.76114017,-0.0017939023,0.025231956,-0.8901086,-0.03179344,0.013974048,-0.9978226,-0.064456955,-0.06357525,-0.50654805,-0.013544588,-0.10959599,-0.70715386,-0.038253628,-0.13075426,-0.82967025,-0.09193207,-0.15373126,-0.9425648,-0.13790755,-0.16037168,-0.42091477,-0.032496355,-0.243935,-0.55619097,-0.08221989,-0.29616055,-0.64787,-0.12909527,-0.33534843,-0.7389538,-0.16548075,5
0.0,0.0,0.0,0.21827367,-0.10080066,-0.08885774,0.3557014,-0.29235843,-0.094666004,0.41660252,-0.4655164,-0.09226975,0.46687418,-0.59322727,-0.089934304,0.17573401,-0.5269363,-0.02047875,0.2171669,-0.7265092,-0.030695407,0.23509045,-0.85482115,-0.04979292,0.24492301,-0.9653423,-0.07425941,0.047984846,-0.5461958,-0.01310948,0.034155935,-0.7616601,-0.015472885,0.030476978,-0.88882303,-0.04695899,0.023064017,-0.9964915,-0.080453485,-0.06382306,-0.50574815,-0.020114286,-0.10962406,-0.706151,-0.048406605,-0.13184369,-0.82704324,-0.10208144,-0.15319745,-0.93865573,-0.14743617,-0.16421176,-0.42101496,-0.03656145,-0.24808316,-0.5552764,-0.08878343,-0.30083808,-0.6458129,-0.13537978,-0.3396135,-0.7357836,-0.17089142,5
0.0,0.0,0.0,0.20864421,-0.09568079,-0.0919754,0.34753835,-0.28614056,-0.0978988,0.40791392,-0.4616478,-0.09487227,0.45928994,-0.589291,-0.09113016,0.16850473,-0.52411485,-0.020810904,0.2108102,-0.7241986,-0.031964637,0.22914873,-0.8516735,-0.050506778,0.23923606,-0.9604071,-0.07365249,0.04517151,-0.5424536,-0.00975371,0.033401635,-0.758552,-0.012832612,0.029221239,-0.8867256,-0.043251943,0.022465784,-0.99689937,-0.07541162,-0.062322736,-0.5051006,-0.013375877,-0.10504866,-0.70201075,-0.040532913,-0.12469822,-0.82033736,-0.09209692,-0.14370583,-0.9322742,-0.13578555,-0.16013846,-0.42616966,-0.02689549,-0.24147576,-0.550913,-0.07497202,-0.29237702,-0.6358794,-0.1187082,-0.33088526,-0.7222882,-0.1524208,5
0.0,0.0,0.0,0.20064148,-0.0991479,-0.09894904,0.336849,-0.28867054,-0.11092737,0.39751008,-0.46550885,-0.11212351,0.454956,-0.5946786,-0.1122134,0.15830083,-0.5231803,-0.035180416,0.20137264,-0.72173834,-0.05121193,0.22081041,-0.8494539,-0.07199812,0.23254207,-0.9573274,-0.09596258,0.033302892,-0.5409346,-0.021782571,0.02318293,-0.75895375,-0.026934983,0.022788,-0.8879001,-0.05590635,0.019023422,-0.9960502,-0.08673026,-0.07488293,-0.50309193,-0.023465471,-0.11894199,-0.7015863,-0.05139484,-0.13535887,-0.8220981,-0.1004981,-0.14935258,-0.93317723,-0.14218573,-0.17208327,-0.42273474,-0.035622172,-0.2532764,-0.5488627,-0.08499278,-0.3036679,-0.6364888,-0.12809773,-0.34051034,-0.7252273,-0.16071677,5
0.0,0.0,0.0,0.21396746,-0.09631959,-0.08868862,0.37088287,-0.26432538,-0.09227921,0.4522478,-0.4260384,-0.0872948,0.5241101,-0.5430319,-0.08058577,0.20175229,-0.5166277,0.00017122732,0.25944582,-0.7062664,-0.008971451,0.28205556,-0.82304364,-0.03187637,0.29779318,-0.928789,-0.059109505,0.083786786,-0.539033,0.01082186,0.09105001,-0.75312513,0.0025954852,0.09993179,-0.88072956,-0.03941653,0.10362599,-0.9914573,-0.07920913,-0.025674785,-0.5092799,0.0064215623,-0.054174103,-0.7105811,-0.026904726,-0.065293685,-0.82652557,-0.0830795,-0.0710273,-0.93738806,-0.12722972,-0.12954701,-0.4407091,-0.007118776,-0.1836684,-0.57808983,-0.056795187,-0.21576838,-0.66964835,-0.100517854,-0.23085336,-0.76577646,-0.13310361,5
0.0,0.0,0.0,0.21346027,-0.099838205,-0.09304385,0.36563665,-0.26902562,-0.09934064,0.4429301,-0.43550226,-0.09645574,0.5107902,-0.55625606,-0.09198958,0.19196336,-0.5202748,-0.0024953817,0.24380879,-0.7127238,-0.014271291,0.26180768,-0.8296735,-0.040347345,0.27536425,-0.9375776,-0.0694524,0.07244489,-0.5396663,0.011102447,0.071729526,-0.7528054,0.0008366488,0.07282034,-0.8806407,-0.04396182,0.072318904,-0.99370116,-0.08560347,-0.036982507,-0.5082483,0.00979026,-0.07191201,-0.7042259,-0.023044826,-0.089810416,-0.8192853,-0.07833755,-0.10178551,-0.92968,-0.12168278,-0.1387778,-0.43713343,-0.0011306796,-0.19560142,-0.5706014,-0.0465692,-0.23039427,-0.6578828,-0.08584282,-0.24989638,-0.7493314,-0.11530092,5
0.0,0.0,0.0,0.1988052,-0.10517155,-0.10023049,0.3427358,-0.27667564,-0.10839714,0.41557539,-0.44858304,-0.10623326,0.48344493,-0.57141685,-0.10077436,0.16909133,-0.5239443,-0.0071896277,0.21947162,-0.71803665,-0.017547306,0.23730566,-0.8327129,-0.039199717,0.24872553,-0.9371255,-0.063710876,0.05037135,-0.5415747,0.012120219,0.049391516,-0.7576536,0.005529217,0.048768982,-0.88608444,-0.03156473,0.04245,-0.99690396,-0.06618594,-0.0560532,-0.50869995,0.01532255,-0.0976001,-0.7039199,-0.014870483,-0.11986822,-0.8158095,-0.06709766,-0.13777414,-0.92142993,-0.107027225,-0.15500584,-0.43858477,0.008064106,-0.21372606,-0.5650951,-0.03461895,-0.25222293,-0.64796025,-0.07358988,-0.27687824,-0.7332158,-0.10217534,5
0.0,0.0,0.0,0.1957387,-0.114203736,-0.088609755,0.32389623,-0.29813176,-0.09092448,0.38008627,-0.46716893,-0.085258216,0.43737563,-0.5853169,-0.07670926,0.1317926,-0.53446686,-0.0033403428,0.16784362,-0.7271852,-0.013994412,0.18150571,-0.8375942,-0.034628976,0.1884064,-0.9357579,-0.057395384,0.011924506,-0.5481678,0.009740295,0.0016580089,-0.76302654,0.0037899602,-0.0012059435,-0.8891487,-0.02916978,-0.010870257,-0.9981326,-0.06010996,-0.09208419,-0.51080567,0.0073760576,-0.14062847,-0.70509565,-0.020825142,-0.16037785,-0.8215323,-0.07009074,-0.17577304,-0.93091446,-0.10820898,-0.19008319,-0.43672684,-0.004625825,-0.25749904,-0.56738496,-0.04653096,-0.29774043,-0.65258783,-0.08346172,-0.3232087,-0.73845965,-0.11050525,5
0.0,0.0,0.0,0.18652867,-0.110613376,-0.103021875,0.31347623,-0.29194432,-0.115794994,0.36847892,-0.4644521,-0.118783645,0.42847824,-0.58527046,-0.11860417,0.12292361,-0.52241856,-0.022961225,0.16306876,-0.7191257,-0.040513657,0.177207,-0.83784306,-0.06284732,0.18101875,-0.9400225,-0.085495874,-0.0009856175,-0.5374452,-0.004420678,-0.01488349,-0.7535347,-0.014672213,-0.02131166,-0.8852521,-0.044718727,-0.03623923,-0.9967476,-0.07197864,-0.10620593,-0.49865657,-0.0023780148,-0.16651174,-0.69258493,-0.03288371,-0.19511378,-0.80616903,-0.07814455,-0.21862641,-0.913365,-0.1126883,-0.2034273,-0.42187804,-0.011548794,-0.2778603,-0.5442293,-0.055636443,-0.32607323,-0.6231658,-0.09249212,-0.35989723,-0.70366764,-0.118470214,5
0.0,0.0,0.0,0.17765719,-0.089970045,-0.083657406,0.2910572,-0.26189455,-0.10189912,0.37216428,-0.4060316,-0.1130834,0.44620723,-0.5015271,-0.12509008,0.13292871,-0.4995043,-0.066946626,0.19261332,-0.6988245,-0.09676095,0.22451544,-0.81495,-0.12078934,0.2402664,-0.91745967,-0.14488794,-0.0023063107,-0.51907295,-0.068234295,0.013136106,-0.7372191,-0.10136042,0.02250664,-0.8720807,-0.14094362,0.017637754,-0.98495626,-0.17190166,-0.1232737,-0.47749087,-0.079250894,-0.1858604,-0.6800751,-0.13136464,-0.22392482,-0.808062,-0.18640488,-0.25590825,-0.9231407,-0.22519986,-0.23152311,-0.38713208,-0.096783966,-0.33766812,-0.52279544,-0.16146906,-0.40791553,-0.611024,-0.20401786,-0.46059823,-0.6981491,-0.23134366,5
0.0,0.0,0.0,0.17410588,-0.09058316,-0.08905864,0.28791678,-0.26009157,-0.112539485,0.37244478,-0.4044535,-0.12760495,0.4496508,-0.5018471,-0.14261104,0.12737092,-0.49940398,-0.07327306,0.18678823,-0.69759125,-0.10349245,0.21824265,-0.8138764,-0.12713413,0.23485686,-0.9167951,-0.15118381,-0.007194846,-0.51905054,-0.072593704,0.010230187,-0.7338684,-0.10801657,0.022238305,-0.8686371,-0.14814843,0.021082744,-0.98356295,-0.17933057,-0.12731455,-0.47732684,-0.081777096,-0.19205746,-0.6807438,-0.13601765,-0.23283595,-0.808919,-0.19089799,-0.2661609,-0.92363673,-0.2291862,-0.23314996,-0.38480085,-0.097724825,-0.33980983,-0.52126753,-0.16367418,-0.41226903,-0.6087768,-0.20631334,-0.46753857,-0.69498223,-0.23344104,5
0.0,0.0,0.0,0.17440014,-0.09471266,-0.086204484,0.28477973,-0.2658421,-0.107863694,0.36516097,-0.41004258,-0.12184409,0.43950054,-0.50829077,-0.1361554,0.12136097,-0.50065535,-0.0722864,0.18092884,-0.700837,-0.10496309,0.21143827,-0.8174151,-0.13062045,0.22642237,-0.9216566,-0.15573345,-0.012871186,-0.51789975,-0.07264727,0.003298055,-0.7338777,-0.10972606,0.013802759,-0.8685495,-0.15162267,0.010108956,-0.98283815,-0.1841927,-0.13228385,-0.47344476,-0.08251006,-0.19635788,-0.6733181,-0.13670333,-0.23880252,-0.8001142,-0.19174595,-0.27398697,-0.9141093,-0.23041655,-0.23708001,-0.3798076,-0.098937824,-0.3431373,-0.51235884,-0.16398218,-0.4153043,-0.5994843,-0.20615047,-0.47022828,-0.6855178,-0.23315023,5
0.0,0.0,0.0,0.17496322,-0.09399569,-0.08719845,0.2850384,-0.26635203,-0.11092129,0.36539,-0.41273528,-0.12623933,0.43823695,-0.51280195,-0.1427549,0.11500611,-0.4975907,-0.08232735,0.16860999,-0.7026301,-0.11623642,0.19952725,-0.82146394,-0.14260103,0.21562785,-0.9258706,-0.16758141,-0.022046976,-0.5126333,-0.0821445,-0.009686832,-0.733214,-0.116673045,-0.0007200233,-0.87039334,-0.1562391,-0.0055136173,-0.9821666,-0.18793184,-0.14175376,-0.46857128,-0.091209926,-0.20646255,-0.67196864,-0.14208564,-0.24523427,-0.7993153,-0.19731529,-0.27871987,-0.90896106,-0.23739155,-0.24536468,-0.37637585,-0.1069638,-0.35525948,-0.5113324,-0.1704111,-0.42868552,-0.5963492,-0.2134209,-0.48513225,-0.6793649,-0.24183635,5
0.0,0.0,0.0,0.16890882,-0.094043896,-0.09305616,0.28256723,-0.26727423,-0.12001525,0.35936865,-0.41025648,-0.13843583,0.43249717,-0.51119536,-0.15793799,0.11993611,-0.4960525,-0.092143096,0.18037441,-0.6966912,-0.12984097,0.20897421,-0.8169724,-0.15664144,0.22218904,-0.9257042,-0.1827076,-0.014069189,-0.51419634,-0.09093104,-0.00091936573,-0.72699296,-0.13286889,0.0079682395,-0.86218417,-0.17598315,0.0013636252,-0.9775702,-0.21060555,-0.13371591,-0.46789342,-0.099172674,-0.20492338,-0.66592455,-0.15849549,-0.25498196,-0.7919093,-0.21687143,-0.29843697,-0.9028509,-0.2588922,-0.23642223,-0.373851,-0.11408352,-0.34996897,-0.5030193,-0.18336709,-0.4272438,-0.58924913,-0.22939202,-0.487349,-0.67350286,-0.2603042,5
0.0,0.0,0.0,0.19742127,-0.09242562,-0.09180616,0.32944074,-0.27184072,-0.09907287,0.401052,-0.44205284,-0.09875726,0.4848651,-0.52576643,-0.09553251,0.15228915,-0.5252123,-0.0062086834,0.18625732,-0.72632086,-0.024717152,0.19300699,-0.84597653,-0.054329637,0.1859408,-0.9497964,-0.08215179,0.021112593,-0.5430405,0.01033612,0.008938873,-0.76049095,-0.0026571238,-0.005299875,-0.89098066,-0.03921076,-0.029583333,-0.99715334,-0.06935525,-0.09152353,-0.5114407,0.012435029,-0.14300328,-0.70469725,-0.012915709,-0.16656156,-0.8174242,-0.04979904,-0.18763709,-0.91712075,-0.077129744,-0.19994394,-0.4381413,0.0034404455,-0.26095015,-0.5743574,-0.030090041,-0.29789454,-0.66419137,-0.054435715,-0.32245025,-0.7517885,-0.070184484,5
0.0,0.0,0.0,0.20604022,-0.08079527,-0.07796696,0.33255085,-0.26302937,-0.07459849,0.3869347,-0.44341642,-0.06442085,0.45512533,-0.5327976,-0.053679496,0.15826328,-0.534156,-6.120333e-05,0.1899114,-0.7370021,-0.011373657,0.18515348,-0.8539576,-0.036555115,0.17094083,-0.95572555,-0.062258583,0.016906885,-0.54899466,0.012483548,-0.005747238,-0.7725927,0.0017346267,-0.029716218,-0.89357024,-0.04044237,-0.05762123,-0.99541324,-0.07636936,-0.09509929,-0.51072216,0.013697427,-0.15523568,-0.7061789,-0.010299763,-0.18437217,-0.8183365,-0.0579513,-0.20865296,-0.91633266,-0.09425434,-0.19308844,-0.4306488,0.006430017,-0.27046776,-0.570465,-0.025916355,-0.3085861,-0.6600577,-0.05567351,-0.32938352,-0.7442292,-0.07679548,5
0.0,0.0,0.0,0.20073444,-0.089961916,-0.09819853,0.34041217,-0.26905775,-0.10705985,0.4150222,-0.44841114,-0.10709526,0.5057112,-0.53711176,-0.10221172,0.16961412,-0.53798604,0.0024336865,0.2075023,-0.7417841,-0.0077069174,0.2135585,-0.86203283,-0.028250394,0.20795722,-0.963794,-0.046892777,0.0350491,-0.5552097,0.028381193,0.030935958,-0.7745496,0.032567076,0.024536539,-0.90094715,0.015925035,0.009654652,-0.9999515,0.0019904024,-0.076729186,-0.52513456,0.037974574,-0.12345863,-0.717286,0.03134798,-0.14117913,-0.82737046,0.012971658,-0.15638578,-0.91962993,-0.0012016471,-0.18272749,-0.4564598,0.034234516,-0.24136625,-0.5850772,0.018204147,-0.27315992,-0.67233014,0.006188613,-0.29114363,-0.75135374,0.0003835865,5
0.0,0.0,0.0,0.20022959,-0.076672226,-0.10427316,0.33269113,-0.2529119,-0.12391574,0.40428877,-0.42317858,-0.13162097,0.49053723,-0.51209426,-0.1372679,0.15298729,-0.5068384,-0.051662832,0.18784428,-0.7083607,-0.081573635,0.1968479,-0.83542985,-0.1141079,0.19219719,-0.943185,-0.14420423,0.013774625,-0.52509344,-0.03378037,-0.0027273402,-0.7470632,-0.059101943,-0.018593203,-0.880543,-0.098949194,-0.04252294,-0.99048257,-0.13090482,-0.1013879,-0.49175793,-0.028560095,-0.158241,-0.68512684,-0.06417815,-0.183845,-0.8028175,-0.10489102,-0.20527053,-0.9079474,-0.1348641,-0.2025692,-0.41391543,-0.034289334,-0.27367088,-0.55143297,-0.07897505,-0.3159893,-0.6421286,-0.10896268,-0.34334362,-0.7347364,-0.12814535,5
0.0,0.0,0.0,0.19144204,-0.07847753,-0.10230643,0.3198875,-0.24799298,-0.12120995,0.39084625,-0.41127008,-0.12888329,0.47761792,-0.5052134,-0.1352493,0.15215208,-0.49306688,-0.055505812,0.18938242,-0.69674295,-0.08709432,0.19345841,-0.8231695,-0.11954883,0.1853729,-0.9337149,-0.14959364,0.0146511905,-0.51090777,-0.040664785,0.0002554433,-0.73461413,-0.06920514,-0.014501153,-0.8717222,-0.11279038,-0.039216783,-0.98809373,-0.14877121,-0.09974737,-0.47315884,-0.038176674,-0.15745047,-0.66537154,-0.08004553,-0.18640672,-0.781714,-0.12701865,-0.21122104,-0.8875022,-0.16089177,-0.19724175,-0.39381176,-0.045517527,-0.26831102,-0.52925485,-0.09512156,-0.31165454,-0.6185924,-0.12918398,-0.3383271,-0.70832145,-0.1514832,5
0.0,0.0,0.0,0.22572759,-0.06840425,-0.09633586,0.41640314,-0.24003796,-0.115301944,0.56264687,-0.37463227,-0.1287136,0.7082402,-0.40916744,-0.14314893,0.26248893,-0.51881456,0.0021423097,0.33129716,-0.7061233,0.00015980811,0.3598352,-0.8221544,-0.019071883,0.37613097,-0.92293555,-0.044459414,0.12856102,-0.54096264,0.014952083,0.14078428,-0.75297004,0.022050971,0.15315013,-0.87801087,-0.012540709,0.1629606,-0.98541945,-0.048911594,0.0057956018,-0.51417863,0.012795526,-0.003640479,-0.70604825,0.0021618332,-0.001641737,-0.81595904,-0.040214676,0.003760673,-0.9155135,-0.0788688,-0.105150275,-0.44731566,-0.00089426956,-0.16197915,-0.59677756,-0.02623316,-0.19236691,-0.6932829,-0.05279171,-0.20705803,-0.7835948,-0.07535936,5
0.0,0.0,0.0,0.2149789,-0.08521242,-0.084635966,0.38602942,-0.26308587,-0.09378145,0.5158396,-0.40628785,-0.09894857,0.644673,-0.4475725,-0.104566075,0.21529995,-0.53077096,0.013030032,0.2682394,-0.7138381,0.009947835,0.2837444,-0.82515776,-0.014013429,0.29247415,-0.92612815,-0.044185836,0.08194042,-0.54483277,0.018960949,0.08174536,-0.76110744,0.017191455,0.086532,-0.8840762,-0.028338717,0.0904777,-0.9932128,-0.07308961,-0.03609912,-0.51090616,0.011524692,-0.06120647,-0.7083656,-0.009579742,-0.06869054,-0.82125884,-0.05844871,-0.07047046,-0.9239901,-0.100164145,-0.14120124,-0.43801674,-0.0058875033,-0.20998746,-0.5886793,-0.037098616,-0.24528933,-0.68613726,-0.06554083,-0.26307976,-0.7802252,-0.08966602,5
0.0,0.0,0.0,0.19091684,-0.10249229,-0.081047826,0.33480588,-0.28222933,-0.093653575,0.44033375,-0.41891548,-0.10192069,0.5485496,-0.47741416,-0.1085565,0.14916852,-0.5412698,-0.0087308595,0.18173625,-0.7270665,-0.02357863,0.19076587,-0.8325353,-0.050705638,0.19320798,-0.92641884,-0.07974328,0.023167957,-0.55422944,-0.004018598,0.008218456,-0.77030814,-0.016056335,0.0011385748,-0.89083123,-0.055614043,-0.009037924,-0.9955804,-0.09347742,-0.085273564,-0.51675206,-0.012205359,-0.12637913,-0.7145598,-0.039686725,-0.13969444,-0.8280742,-0.0832386,-0.14989471,-0.92815375,-0.11916136,-0.18160868,-0.44431067,-0.029725265,-0.25042406,-0.59376943,-0.06588821,-0.2864778,-0.6913082,-0.09450895,-0.3071446,-0.78422,-0.11705678,5
